Title,Abstract Note,Manual Tags
Brief report: Aggressive challenging behaviour in adults with intellectual disability following community resettlement,"<i>Background</i> Aggressive challenging behaviour is common in adults with intellectual disability (ID) in long-term care facilities. The government’s commitment to the closure of all facilities in England has led to concerns over how to manage this behaviour in the community. The aim of this study was to assess changes in aggressive challenging behaviour and psychotropic drug use in adults with ID following resettlement using a person-centred approach. <i>Method</i> The Modified Overt Aggression Scale was administered to carers of 49 adults with ID prior to discharge from a long-stay hospital and 6 months and 1 year after community resettlement. <i>Results</i> All areas of aggressive challenging behaviour reduced significantly between baseline and 6 months following resettlement (<i>P</i> < 0.001). This reduction remained (but did not decrease further) at 1-year follow-up. <i>Conclusions</i> Further work is needed to evaluate the role of environmental setting on aggressive challenging behaviour in adults with ID. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Adulthood (18 yrs & older); Aged (65 yrs & older); Aggressive Behavior; Behavior Problems; Deinstitutionalization; Developmental Disabilities; Drug Usage; Female; Intellectual Development Disorder; Male; Middle Age (40-64 yrs); Relocation; Thirties (30-39 yrs); Very Old (85 yrs & older)
Qualitative Ascriptions of Autistic Behavior by Non-Autistic College Students,"In studies that assess perceptions of autistic people by non-autistic people, researchers often ask participants to review vignettes depicting fictional autistic characters. However, few studies have investigated whether non-autistic peers accurately identify these hypothetical individuals as being on the autism spectrum. Accurately ascribing autism as a cause of depicted behaviors likely influences perceptions about autistic peers. In this study, 469 college students (Mage = 18.62; 79.3% female) ascribed cause(s) of an autistic peers’ behaviors as depicted in a written vignette. We reviewed and categorized open-ended responses into 16 categories. Non-autistic college students primarily attributed an autistic vignette character’s behavior to non-autistic origins. The most commonly ascribed causes of behavior were: attention-deficit/hyperactivity disorder (55.4%), inattention symptoms (20.9%), autism (12.8%), generalized anxiety disorder (11.7%), hyperactivity (11.3%), an unspecified diagnosis (10.7%), an environmental influence (9.6), anxiety or insecurity (8.3%), irritability or anger or annoyance (6.0%), social anxiety disorder (5.3%), and learning disorder (5.1%). Additional ascribed causes include other mental health diagnoses; environmental stressors; and cognitive, emotional, behavioral, biological, or personality characteristics/etiologies. Non-autistic young adults may not always recognize their autistic peers as autistic, which may affect acceptance and inclusion. Future anti-stigma interventions should assess the impact of helping non-autistic peers to accurately identify and better understand behaviors associated with autism. Additionally, autism-focused researchers using vignettes should assess participants’ awareness of the character as autistic and interpret their findings with this in mind.",adult; anger; annoyance; anxiety disorder; article; Asperger syndrome; attention deficit hyperactivity disorder; autism; awareness; behavior; bipolar disorder; college student; controlled study; depression; disclosure; female; generalized anxiety disorder; Hispanic; human; hyperactivity; intellectual impairment; intelligence; interpersonal communication; irritability; knowledge; learning disorder; major clinical study; male; peer group; personality; qualitative analysis; social anxiety; social phobia; Spaniard; symptom; vignette; young adult
Prevalence and patterns of psychotropic medication use by adults with mental retardation living in community settings,"Examined the prevalence and patterns of psychotropic medication use among 97 adults with mental retardation living in community settings in Hawaii. Results revealed a notable absence of recognized guidelines for use of psychotropic medication for the 97 Ss. Neuroleptics were prescribed for 89% of the clients and continuous use ranged from 2 mo to 28 yrs. Five percent of the clients were receiving intraclass polypharmacy and 46% were receiving interclass polypharmacy (2 to 5 medications excluding anticonvulsants). Medication reduction programs were reported for 5% of the clients and 9% participated in an interdisciplinary medication review and monitoring process. 18% of the prescribing physicians provided a written list of potential side effects to the client or an appropriate representative of the client, and 7% ensured that the written list was signed by the client or an appropriate representative of the client. While challenging behavior was reported for 85% of the clients, only 7% had a formal behavior management plan, and behaviors were measured systematically in terms of frequency or intensity for 17% of the clients. Implications regarding Hawaii's system of care for persons with mental retardation, psychiatric diagnoses, and challenging behavior are addressed. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",Adulthood (18 yrs & older); Community Services; Drug Therapy; Female; Intellectual Development Disorder; Male; Prescribing (Drugs); Prescription Drugs; Residential Care Institutions
"Impact of a psychotropic medication and physical restraint review process on adults with mental retardation, psychiatric diagnoses, and challenging behaviors","Examined the impact of a medication and physical restraint review process at an intermediate care facility for persons with mental retardation. The process was established to review, approve, and monitor client programs that use medication, physical restraints, and time-out rooms to manage challenging behaviors, with a primary goal of establishing minimum effective use of restraints. Five variables were examined: (1) demographics, (2) psychotropic medication, (3) medication side effects, (4) physical restraints/time out, and (5) targeted behaviors. 80 facility residents (aged 20–61 yrs) participated in the review process. Results indicate a decrease in the number of psychotropic medications prescribed, reported medication side effects, and frequency and duration of use of physical restraints/time out. In all behavioral categories except for physically aggressive behaviors, there was a decrease in the average number of incidents. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Adulthood (18 yrs & older); Behavior Problems; Drug Therapy; Intellectual Development Disorder; Mental Disorders; Physical Restraint; Prescribing (Drugs); Side Effects (Drug)
Implementing and Adapting the Multi-Disciplinary Expertise Team Method to Reduce Involuntary Care,"Background: In the Netherlands, the new Care and Coercion Act in 2020 required intellectual disability care organizations to implement new methods that aim to increase clients' self-determination and reduce involuntary care practices. Involuntary care is defined as care provided without clients' consent. The Multi-Disciplinary Expertise Team (MDET) method is a multi-component method that creates awareness among care professionals concerning application of involuntary care and results in advices on reducing involuntary care. MDET proved effective in phasing out involuntary care measures in a previous trial. The current study examined how organizations adapted MDET during implementation and tested whether these versions were also effective. Methods: Four organizations implemented MDET in a way that they felt suited their existing working structures. To describe adaptations made to MDET during implementation, semi-structured interviews with MDET-coordinators were analysed. A quasi-experimental interrupted time-series design tested change in weekly counts of digital involuntary care recordings from before to during MDET implementation, in care homes that implemented MDET (n = 22) compared to care homes providing care-as- usual (CAU). Results: All organizations adapted the MDET method to fit into their work structure and to comply with care professionals' needs. Adaptations varied per organization. These included implementing MDET without an independent MDET-team, reducing the number of care team professionals involved in discussions, and loosening recordings of involuntary care. No differential changes in recordings were found before and after implementing MDET, nor between the implementation-and CAU-groups. Conclusions: Being able to adapt multi-component methods such as MDET was theorized as beneficial in implementation processes, as this would allow organizations to tailor these methods to specific contexts. However, the current study suggested that these adaptions of MDET may have undermined its effects on reducing involuntary care. When implementing such multi-component methods, the efforts of care organizations to change existing work structures may be necessary to contribute to expected objectives and outcomes of these methods.",awareness; coercion; conference abstract; female; human; intellectual impairment; male; Netherlands; nursing home; semi structured interview; time series analysis
The behavioural phenotype of Potocki-Lupski syndrome: A cross-syndrome comparison,"Background: Potocki-Lupski syndrome (PTLS) and Smith-Magenis syndrome (SMS) are related genomic disorders, as duplication 17p11.2 (associated with PTLS) is the reciprocal recombination product of the SMS microdeletion. While SMS has a relatively well-delineated behavioural phenotype, the behavioural profile in PTLS is less well defined, despite purported associations with autism spectrum disorder (ASD) and the suggestion that some behaviours may be diametric to those seen in SMS. Methods: Caregivers of individuals with PTLS (N = 34; M age = 12.43, SD = 6.78) completed online behavioural questionnaires, including the Challenging Behaviour Questionnaire (CBQ), the Activity Questionnaire (TAQ), the Repetitive Behaviour Questionnaire (RBQ), the Mood, Interest and Pleasure Questionnaire-Short Form (MIPQ-S) and the Social Communication Questionnaire (SCQ), which assesses behaviours associated with ASD. Individuals with PTLS were matched on age and adaptive functioning to individuals with SMS (N = 31; M age = 13.61, SD = 6.85) and individuals with idiopathic ASD (N = 33; M age = 12.04, SD = 5.85) from an existing dataset. Results: Individuals with PTLS and SMS were less impaired than those with idiopathic ASD on the communication and reciprocal social interaction subscales of the SCQ, but neither syndrome group differed from idiopathic ASD on the restricted, repetitive and stereotyped behaviours subscale. On the repetitive behaviour measure, individuals with PTLS and idiopathic ASD scored higher than individuals with SMS on the compulsive behaviour subscale. Rates of self-injury and property destruction were significantly lower in PTLS and idiopathic ASD than in SMS. No between-syndrome differences were found in relation to overactivity or mood; however, impulsivity was greater in SMS than in PTLS. Conclusions: Findings suggest some overlap in the behavioural phenotype of PTLS and features of ASD symptomatology; however, the overall profile of behaviours in PTLS appears to be divergent from both idiopathic ASD and SMS. Relative to idiopathic ASD, PTLS is not characterised by communication or social interaction deficits. However, restricted and repetitive behaviours were evident in PTLS, and these may be characterised specifically by compulsive behaviours. While several behavioural differences were identified between PTLS and SMS, there was little evidence of diametric behavioural phenotypes, particularly in relation to social behaviour.",article; autism; automutilation; behavior assessment; caregiver; challenging behaviour questionnaire; child; clinical article; compulsion; female; genetic disorder; human; impulsiveness; intellectual impairment; interpersonal communication; male; mood; mood interest and pleasure auestionnaire short form; online analysis; online behavioural questionnaire; phenotype; Potocki Lupski syndrome; priority journal; questionnaire; rating scale; repetitive behaviour questionnaire; Smith Magenis syndrome; social communication questionnaire; social interaction; stereotypy; the activity questionnaire
"Collateral Effects of Youth Disruptive Behavior Disorders on Mothers’ Psychological Distress: Adolescents with Autism Spectrum Disorder, Intellectual Disability, or Typical Development","Disruptive behavior disorders were assessed in 160 youth aged 13 years, with Autism Spectrum Disorder (ASD, n = 48), intellectual disability (ID, n = 28), or typical development (TD, n = 84). Mothers’ reported collateral effects on their psychological adjustment were related to both youth disability status and clinical level behavior disorders. More youth with ASD or ID had clinical level behavior disorders than their TD peers, and their mothers reported significantly higher personal stress and psychological symptoms, as well as lower positive impact of the youth on the family. The youth’s clinical level behavior disorders accounted for these differences more than the diagnostic status. Mothers high in dispositional optimism reported the lowest stress and psychological symptoms in relationship to youth behavior challenges.",adolescent; article; autism; behavior disorder; disruptive behavior; distress syndrome; female; human; intellectual impairment; longitudinal study; major clinical study; male; mental disease; mother; optimism; parental stress; priority journal; problem behavior; psychological well-being; risk
Autism spectrum disorder and the student teacher relationship: A comparison study with peers with intellectual disability and typical development,"This study examined relations among behavior problems, social skills, and student–teacher relationships within a sample of children (mean age 8) with autism spectrum disorders or ASD (<i>n</i> = 36) and comparison samples of children with typical development (<i>n</i> = 91) or with intellectual disability (<i>n</i> = 38.) Student–teacher relationships (STRs) for children with ASD appeared to be qualitatively different from those of similarly aged children with ID or typical development. The STRs for children with ASD were considerably poorer, with less closeness and more conflict, than in the two comparison groups. Within the group with ASD, teacher-reported child externalizing behavior and social skills accounted for significant variance in the total score on the Student Teacher Relationship Scale. Conflict was predicted only by externalizing behavior, whereas closeness was predicted by social skills; level of autistic mannerisms negatively related to the teacher's perception of closeness. Findings address the implications for transition to early schooling for children with ASD. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Adulthood (18 yrs & older); Autism Spectrum Disorders; Behavior Problems; Childhood (birth-12 yrs); Female; Intellectual Development Disorder; Male; School Age (6-12 yrs); Social Skills; Teacher Student Interaction
Syndrome specificity and behavioural disorders in young adults with intellectual disability: Cultural differences in family impact,"Background: This study examined whether behaviour problems and adaptive behaviour of low functioning young adults, and well-being of their families, varied by diagnostic syndrome [intellectual disability (ID) only, cerebral palsy, Down syndrome, autism], as well as by cultural group. Methods: Behaviour disorders in young adults with moderate to severe ID were assessed from information provided by 282 caregivers during in-home interviews. The sample consisted of 150 Anglo participants, and 132 Latino, primarily Spanish-speaking, participants drawn from Southern California. Results: Behaviour disorders and maternal well-being showed the same pattern across disability syndromes. Autism was associated with the highest scores in multiple behaviour problem areas as well as maternal reports of lower well-being. Down syndrome was associated with the lowest behaviour problem scores and the highest maternal well-being. When behaviour problems were controlled for, diagnostic groups accounted for no additional variance in maternal stress or depression. The pattern of behaviour problems and well-being did not differ by sample (Anglo vs. Latino), although level on well-being measures did. Latina mothers reported significantly higher depression symptoms and lower morale, but also higher positive impact from their child than did Anglo mothers. Conclusions: Caregivers of young adults with autism report more maladaptive behaviour problems and lower personal well-being, or stress, relative to other diagnostic groups, regardless of cultural group. However, cultural differences exist in caregiver reports of depression, morale, and positive perceptions. Implications for service provision aimed at families of children with challenging behaviour problems are discussed in the context of culture. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",Adulthood (18 yrs & older); Aged (65 yrs & older); Autism Spectrum Disorders; Behavior Disorders; Behavior Problems; Caregiver Burden; Cerebral Palsy; Cognitive Impairment; Cross Cultural Differences; Disabilities; Down's Syndrome; Family; Female; Intellectual Development Disorder; Male; Middle Age (40-64 yrs); Syndromes; Thirties (30-39 yrs); Young Adulthood (18-29 yrs)
Experiences and needs of mothers concerning their involvement in the life and care of their adult sons with mild intellectual disabilities and autism spectrum disorders who display challenging behaviour and live in residential facilities,"ObjectivesParental involvement is crucial for individuals with comorbid mild intellectual disabilities (MID) and autism spectrum disorders (ASD) who display challenging behaviour and reside in residential facilities. However, extant literature predominantly concentrates on the perspectives of parents of individuals with MID and ASD who display challenging behaviour and reside in their family home. In the current study, we aimed to understand the experiences and needs of mothers of residential living sons concerning their involvement.MethodsFive mothers of adult sons with MID and ASD who display challenging behaviour and live in a residential facility were interviewed. Data were analysed using thematic analysis.ResultsThree overarching themes were identified in the data: Fighting for appropriate care and support; Searching for a level of involvement that suits me; What is important to me in terms of support for my son and myself.ConclusionsAlthough mothers reported that they wanted to be less involved in caring for their sons, they struggled to scale back their involvement. Efforts should be made to reach both a suitable and sustainable level of involvement for individual mothers. (PsycInfo Database Record (c) 2025 APA, all rights reserved)",Adult Offspring; Autism Spectrum Disorders; Intellectual Development Disorder; Mothers; Parental Involvement; Residential Care Institutions
Divided attention capacity in adults with autism spectrum disorders and without intellectual disability,"Earlier research showed that divided attention, an aspect of executive function, is limited in both children and adults with autism spectrum disorders (ASDs). The current study explored divided attention capacity in adults with ASD and without intellectual disability (n = 36). Divided attention was tested using a computerized variant of a well-known memory recognition test, with two levels of cognitive load. The effect of cognitive load on reaction time performance is considered to be inversely proportional to divided attention capacity. The study failed to provide a relationship between divided attention and ASD, contrary to earlier research. Findings indicated that only the adults with ASD who used medication had a divided attention deficit, and that this group had specific difficulty reaching a binary decision in a memory search task. An additional finding was that the participants with ASD were overall slow. Possible causes and implications of these findings are discussed.",adult; anger; anticonvulsive agent; antidepressant agent; anxiolytic agent; article; attention deficit hyperactivity disorder; attention disturbance; autism; clinical article; cognition; controlled study; decision making; Diagnostic and Statistical Manual of Mental Disorders; female; human; intellectual impairment; male; mood disorder; mood stabilizer; neuroleptic agent; prefrontal cortex; priority journal; reaction time; sedative agent; seizure; selective attention; task performance; visual memory; working memory
Stability and interplay of behavior problems and social skills among youth with and without intellectual disability,"Introduction: Problematic social interactions often have cascading effects on child behavior problems, which may interfere with the child's developing social abilities. These effects may be amplified for children with intellectual disability (ID). Longitudinal findings examining the direction of effects between behavior problems and social skills will be presented. Methods: Data from 187 youth with and without ID (ages 6-15) were collected at 6 time-points. Cross-lagged models were specified to test the stability and reciprocity between behavior problems and social skills across years. Controlling for disability status, models were performed separately for externalizing and internalizing behaviors. Results: Autoregressive effects (all p's < .001) indicated stability over assessment intervals. Cross-lagged effects of externalizing behaviors on social skills were found at age 7 (β = -10, p = .01) and 13 (β = -.32, p = .01). In the second model, paths were significant from age 6 internalizing behaviors to age 7 social skills (β = -.13, p < .001), and from age 9 social skills to age 13 internalizing behaviors (β = -.13, p = .02). There was also a reciprocal effect at ages 13 and 15: internalizing behaviors predicted social skills (β = -.17, p = .01) and vice versa (β = -.15, p = .04). Implications: Regardless of disability status, young children who showed high behavior problems maintained elevated levels over time. Negative associations between social and behavioral domains persisted into adolescence, indicating the importance of developing preventative approaches.",adolescence; child; conference abstract; controlled study; disease course; human; intellectual impairment; juvenile; problem behavior; social competence
The association of life events and mental ill health in older adults with intellectual disability: results of the wave 3 Intellectual Disability Supplement to The Irish Longitudinal Study on Ageing,"Background: Exposures to life events are associated with emotional, psychological and behavioural problems in those with intellectual disability (ID). Older adults with ID may experience different life events given differences in living circumstances, cognitive decline, greater dependency on others and less autonomy. This study examines the relationship of life events and mental ill health in an older ID population in Ireland. Methods: The study was part of ‘The Intellectual Disability Supplement to The Irish Longitudinal Study on Ageing’. The frequency of life events was assessed using a 20‐item checklist, and the level of stress experienced was assessed using a three‐point Likert scale measuring the burden of the life event. The associations of life events with factors associated with mental ill health were measured using a variety of self‐report and proxy completed questionnaires. Results: For the study population, 88.1% had been exposed to at least one life event in the preceding 12 months and 64.5% to two or more life events. Frequency and burden of life events were significantly higher in individuals living in institutional settings and in individuals with any current psychiatric condition, increased depressive and anxiety symptoms, challenging behaviour and reported poorer self‐rated mental and physical health. More life events were significantly associated with new psychiatric diagnoses as well as initiation and increased dosage of mood stabilising, hypnotic and sedative medications. Conclusions: Life events are significantly associated with mental ill health in the older ID population. Service providers must focus on limiting the exposure to these events and, in situations where they cannot be avoided, should support and manage individuals compassionately and effectively, prioritising their mental and physical well‐being. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adulthood (18 yrs & older); Aged (65 yrs & older); Aging; Autonomy; Cognitive Impairment; Female; Intellectual Development Disorder; Male; Mental Health; Stress
The association of life events and mental ill health in older adults with intellectual disability: Results of the wave 3 intellectual disability supplement to the irish longitudinal study on ageing (IDS-TILDA),"Introduction: Exposures to life events are associated with emotional, psychological and behavioural problems in those with intellectual disability (ID). Older adults with ID may experience different life events given differences in living circumstances, cognitive decline and less autonomy. Methods: The study was part of “The Intellectual Disability Supplement to the Irish Longitudinal Study on Ageing” (IDS-TILDA). The frequency of life events was assessed using a 20-item checklist and the level of stress experienced using a three-point Likert scale. The associations of life events with factors associated with mental ill health were measured using self-report and proxy completed questionnaires. Results: For the study population, 88.1% had been exposed to at least one life event in the preceding 12 months. Frequency and burden of life events were significantly higher in individuals with any current psychiatric condition, increased depressive and anxiety symptoms, challenging behaviour and reported poorer self-rated mental and physical health. More life events were significantly associated with new psychiatric diagnoses, initiation and increased dosage of mood stabilising, hypnotic and sedative medications. Implications: Life events are significantly associated with mental ill health in the older ID population. Service providers must focus on limiting the exposure to these events and and in situations where they cannot be avoided, should support and manage individuals compassionately and effectively, prioritising their mental and physical well-being.",aged; aging; anxiety; case report; checklist; clinical article; cognitive defect; conference abstract; depression; female; human; intellectual impairment; life event; Likert scale; longitudinal study; male; mental health; mood; physical well-being; physiological stress; problem behavior; psychiatric diagnosis; questionnaire; sedative agent; self report
Biopsychosocial factors associated with depression and anxiety in older adults with intellectual disability: Results of the wave 3 Intellectual Disability Supplement to the Irish Longitudinal Study on Ageing,"Background: Depression and anxiety are amongst the most prevalent mental health disorders in the older population with intellectual disability (ID). There is a paucity of research that pertains to associative biopsychosocial factors for depression and anxiety in this population. The aim of this study is to determine the biopsychosocial factors associated with depression and anxiety in a population of older adults with ID in Ireland. Methods: The study was part of ‘The Intellectual Disability Supplement to The Irish Longitudinal Study on Ageing’. Depressive symptoms were assessed using the Glasgow Depression Scale for people with a Learning Disability. Anxiety symptoms were measured using the Glasgow Anxiety Scale for people with a Learning Disability. The cross‐sectional associations of depression and anxiety with biopsychosocial parameters were measured using a variety of self‐report and proxy‐completed questionnaires. Results: For the study population, 9.97% met the criteria for depression, and 15.12% met the criteria for an anxiety disorder. Participants meeting criteria for depression were more likely to be taking regular mood stabiliser medications and to exhibit aggressive challenging behaviour. Participants meeting criteria for anxiety were more likely to have sleep difficulties and report loneliness. Participants meeting criteria for either/both depression and anxiety were more likely to report loneliness. Conclusions: This study identified both treatable and modifiable, as well as unmodifiable, biopsychosocial factors associated with depression and/or anxiety in older adults with ID. A longitudinal study follow‐up will further develop our knowledge on the causality and direction of associated biopsychosocial factors with depression and anxiety in older adults with ID and better inform management strategies, prevention policies and funding of services. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",Adulthood (18 yrs & older); Aged (65 yrs & older); Aging; Anxiety; Anxiety Management; Biopsychosocial Approach; Female; Intellectual Development Disorder; Learning Disabilities; Major Depression; Male; Mental Health; Middle Age (40-64 yrs)
Pilot study: undetected post-traumatic stress disorder symptoms among intellectually disabled,"Background: Individuals with intellectual disability respond differently to traumatic events, compared to the general population, which makes post-traumatic stress disorder (PTSD) symptoms difficult to recognize. The current study aims to examine the presence of undetected PTSD among individuals with intellectual disability and a known history of trauma exposure. Method: Nine individuals, who have not previously been diagnosed with PTSD, were evaluated for PTSD symptoms through case reports, which include descriptions of medical history, symptoms and behavior described in the former diagnostic reports, potential traumatic experiences, current symptoms and behavior in accordance to the Lancaster and North Gate Trauma Scale, and PTSD criteria from DM-ID. Results: Four out of the nine participants met the DM-ID criteria for PTSD. Conclusions: The current findings highlight the importance of including cognitive impairment and developmental level in the screening, referral and treatment process of PTSD.",adolescent; adult; aggression; article; behavior assessment; case report; child; child abuse; child sexual abuse; clinical article; cognitive defect; conduct disorder; epilepsy; female; heroin dependence; human; intellectual impairment; male; medical history; pilot study; posttraumatic stress disorder; practice guideline; psychologic assessment; psychosocial disorder; psychotrauma; school child; symptom assessment; Wechsler intelligence scale for children; young adult
Effects of sport and physical activity on behaviour and emotional problems and psychosocial outcomes in children and adolescents with intellectual disability: A systematic review,"Introduction: While there is increasing information available about the physical benefits of sport and physical activity, there is a lack of research into the potential benefits it may have for behaviour and emotional problems and psychosocial outcomes in children with intellectual disability. This review aimed to collate the available research in this area. Methods: Five databases (Ovid MedLine, PsycINFO, ERIC, SportDISCUS & SCOPUS) were systematically searched using terms relating to sport and physical activity, behaviour and emotional problems, psychosocial outcomes, intellectual disability, and children and adolescents. Articles were excluded if not written in English. Results: The initial search found 2409 references in the five databases. After duplicates were removed, 1718 references were screened on title and abstract. 189 articles were included in the full text review, from which 29 were identified as eligible. A variety of physical activities were examined with different outcome measures, with the majority indicating positive outcomes from participation in any level of sport and physical activity. Implications: Studies examining outcomes from participation in physical activity for children with ID varied greatly in terms of scope and design. Results of the review indicated a need for more rigorous and detailed studies, especially clinical trials, with larger sample sizes and a wider range of covariates in order to determine the potential benefits to children and adolescents with intellectual disabilities.",adolescent; child; clinical trial (topic); conference abstract; female; human; intellectual impairment; male; Medline; physical activity; physical examination; problem behavior; PsycINFO; sample size; Scopus; sport; systematic review
"Effects of physical activity on behaviour and emotional problems, mental health and psychosocial well‐being in children and adolescents with intellectual disability: A systematic review","Background: This systematic review aimed to explore the effects of sport and physical activity on behaviour and emotional problems, mental health and psychosocial well‐being of children and adolescents with intellectual disability. Method: Five databases were searched systematically (ERIC, MEDLINE, PsycINFO, SportDISCUS and SCOPUS), up to 28 February 2021. Thirty‐two studies met criteria for inclusion. Results: Studies in this review included case studies (<i>n</i> = 15), treatment trials (<i>n</i> = 14), cross sectional studies (<i>n</i> = 2) and a cohort study (<i>n</i> = 1). Evidence was positive, though high risk of bias in treatment trials (7 of 14 rated high) meant generalisability of results was limited. Conclusions: The available evidence suggests a positive relationship between physical activity and improved behaviour and emotional problems, mental health and psychosocial well‐being; however, more robust randomised controlled trials are required to confirm this. (PsycInfo Database Record (c) 2024 APA, all rights reserved)",Adolescence (13-17 yrs); Behavior Problems; Childhood (birth-12 yrs); Emotional Disturbances; Female; Intellectual Development Disorder; Male; Mental Disorders; Pediatrics; Physical Activity; Psychosocial Factors; School Age (6-12 yrs); Sports
Participation in sport and physical activity in adults with intellectual disabilities,"Background: People with intellectual disability face a number of barriers to participation in physical activity. This paper aimed to determine rates of sport and physical activity participation in an Australian sample of adults with intellectual disability, compared with rates of participation in the general Australian population. A secondary aim was to investigate factors that may contribute to participation of adults with intellectual disability. Method: Participants were part of the Australian Child to Adult Development (ACAD) study, consisting of a community sample with intellectual disability (<i>n</i> = 305), groups of adults with autism (<i>n</i> = 94), Down syndrome (<i>n</i> = 64), fragile X syndrome (<i>n</i> = 52), Williams syndrome (<i>n</i> = 45), and Prader–Willi syndrome (<i>n</i> = 30). Participation in sport/physical activity was reported over the past 3 months. Rates of participation were reported for adults with intellectual disability and compared with rates in a general Australian population sample. The relationship between participation in physical activity and age, degree of intellectual disability, physical mobility, living situation, socio‐economic disadvantage, and behaviour and emotional problems were also conducted. Results: Participants in the ACAD community sample with intellectual disability participated in sport/physical activity at lower rates than the general Australian population (42% compared with 71%). Having no physical mobility impairment was significantly associated with higher rates of participation. Those with Down syndrome participated in sport/physical activity at higher rates than the community sample with intellectual disability, while no difference in sport/physical activity participation was observed in the groups with autism or other syndromes. Conclusion: Australian adults with intellectual disability participate in sport and physical activity at lower rates than the general population. Having a physical mobility impairment was associated with lower rates of participation. However, people living in supported accommodation were more likely to participate than those in other living situations. Having Down syndrome was associated with a higher participation rate than the community sample. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adulthood (18 yrs & older); Athletic Participation; Autism Spectrum Disorders; Community Involvement; Down's Syndrome; Female; Intellectual Development Disorder; Male; Physical Activity; Physical Mobility; Sports
Measuring problem behaviors in children with mental retardation: Dimension and predictors,"Scores from the Child Behavior Checklist (CBCL) and the Client Development Evaluation Report (CDER; California Department of Developmental Services, 1980) for 67 children and adolescents (all Ss aged 8–20 yrs) with mental retardation were examined to evaluate the factorial validity of the instruments. The initial factor analysis of CBCL data failed to confirm the presence of the 5 1st-order factors previously reported for the CBCL standardization sample (T. M. Achenbach, 1991b). The higher-order factors of Externalizing and Internalizing behaviors were confirmed on the present sample. The 2 CDER factors of Personal Maladaption and Social Maladaption were also confirmed. A higher-order factor analysis of the 2 factor scores from the CBCL and 2 factor scores from the CDER found moderate levels of congruence. Child characteristics, including level of mental retardation, age, and 4 dimensions of adaptive behavior, were used as predictors of problem behavior. No child characteristics were significantly related to the CBCL Externalizing dimension, but child age and level of mental retardation were significant predictors of the CBCL. Internalizing dimension, CDER Cognitive Competence predicted CDER Social Maladaption, and child age predicted CDER Personal Maladaption. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Adolescence (13-17 yrs); Adulthood (18 yrs & older); Behavior Problems; Checklist (Testing); Childhood (birth-12 yrs); Factor Analysis; Female; Intellectual Development Disorder; Male; Measurement; School Age (6-12 yrs); Young Adulthood (18-29 yrs)
Problems with “problem behavior”: A secondary systematic review of intervention research on transition-age autistic youth,"In this secondary systematic review of single-case and controlled group design intervention studies conducted with transition-age autistic youth, we examined features of 48 studies with 273 participants that measured at least one “problem behavior” outcome (Prospero registration number: 231764). We searched 11 databases for relevant studies, and the final search date was November 2022. Our primary aims were to determine how problem behaviors were defined and selected for reduction, how functions were determined, and the interventions used to address them. Studies were coded and codes were tabulated and converted to percentages to answer each research question. Thirty-eight percent of studies defined problem behavior, and 88% of studies implemented behavioral strategies to reduce problem behaviors. Behaviors with low potential for harm constituted the majority of the 67 outcome variables (61%), while behaviors with high potential for harm were a minority (39%). The most common intervention target was stereotypic behavior. Fewer than half of studies: reported procedures for selecting behaviors, reported procedures to determine behavior function, or ascribed functions to behaviors. We were unable to report on some demographic features of participants (e.g. race/ethnicity) because they were rarely reported in primary studies. We conclude that problem behavior is poorly conceptualized in this research. Lay abstract: In a previous study, we looked at research done on strategies to support autistic people who were between 14 and 22 years old. For this study, we looked at all of the studies in our previous study that tried to decrease or stop autistic people from doing certain things—many researchers call these things “problem behavior.” There were 48 studies that tried to reduce problem behavior, and most of them used strategies like prompting and reinforcement to try get autistic people to change their behavior. We found many things wrong with these studies. Most of them did not define the group of behaviors they were trying to stop autistic people from doing. None of the studies looked at whether any side effects happened when they tried the strategy they were studying. Also, most of the studies tried to stop autistic people from doing behaviors that probably were not harmful, like stereotypic behavior. Most of the studies did not say how they decided that the behaviors they tried to stop were a problem for the autistic people in the study, and most studies did not try to figure out why the autistic people in the study did the behaviors the researchers were trying to stop them from doing.",adult; agar gel electrophoresis; age; anxiety; autism; automutilation; behavior; binge eating disorder; drug therapy; electric shock; emotional stress; ethnicity; female; follow up; human; hypersalivation; insulin lispro; intellectual impairment; intervention study; juvenile; maculopapular rash; male; nanocomposite; outcome variable; perception; prevalence; problem behavior; psychotherapy; quality of life; race; review; skin conductance; sleep disorder; stereotypy; systematic review; transgender; verbal hostility; vomiting
